Date,Compound
2026-03-13,0.0
2026-03-14,0.0
2026-03-15,0.13166666666666668
2026-03-16,0.2202
2026-03-17,0.0
2026-03-18,0.0128375
2026-03-19,0.09780000000000001
2026-03-20,0.006249999999999996
2026-03-21,0.0
