Date,Close,High,Low,Open,Volume,MA_7,MA_21,Return,Volatility,Momentum,RSI,MACD,Signal,Target,Stock
2025-10-03,257.5291442871094,258.7468246365968,253.46689477740225,254.18552630266564,49155600.0,255.51155962262834,245.00159200032553,0.003461279462880995,0.00781343429172321,12.496185302734375,134.33388069440758,7.410065814837765,6.97134118374713,256.2016906738281,AAPL
2025-10-06,256.2016906738281,258.5771679771474,254.56481112131075,257.49920544747016,44664100.0,255.48589869907923,245.80957685198103,-0.005154576259537191,0.004815266374446657,0.6088714599609375,146.65567765869812,7.209801274530008,7.0190332019037065,255.99208068847656,AAPL
2025-10-07,255.99208068847656,256.91031341337026,254.94405994391948,256.3214394907812,31955800.0,255.63133675711495,246.693606422061,-0.0008181444267610916,0.004230553879285835,2.046112060546875,150.65740478513064,6.954014854949975,7.006029532512961,257.5690612792969,AAPL
2025-10-08,257.5690612792969,258.0281776413904,255.6227587977037,256.03198246417537,36496900.0,256.14892142159596,247.82050577799478,0.006160270999708617,0.004132668268284911,5.7390594482421875,138.40424242424243,6.800163378421928,6.964856301694754,253.55670166015625,AAPL
2025-10-09,253.55670166015625,257.50917476461467,252.6584199331141,257.3195337882977,38322000.0,256.0647931780134,249.11565580822173,-0.015577801150541859,0.007882571361501308,-2.824615478515625,237.82195871195032,6.2820554613426225,6.8282961336243275,244.80340576171875,AAPL
2025-10-10,244.80340576171875,255.8922708493858,243.53581752909895,254.4550078501572,61999100.0,254.61327471051897,249.8399897984096,-0.034522045132806656,0.014875717410269218,-10.170608520507812,-90.00926325316965,5.106271460777293,6.483891199054921,247.18885803222656,AAPL
2025-10-13,247.18885803222656,249.2149949644775,245.09284695690997,248.9055871417832,38142900.0,253.26299176897322,250.48590087890625,0.009744359001401026,0.015351860690902101,-6.757110595703125,-179.02509744057602,4.317174530793409,6.050547865402619,247.29864501953125,AAPL
2025-10-14,247.29864501953125,248.37659224814223,244.2344780970313,246.1308726626428,35478000.0,251.8014918736049,251.01204136439733,0.0004441421356069508,0.015107126035799546,-6.846954345703153,-269.38313011210016,3.6584955614936803,5.572137404620832,248.8656463623047,AAPL
2025-10-15,248.8656463623047,251.3409393203658,246.99920876557604,249.01537013681212,33893600.0,250.75348554338728,251.54388427734375,0.006336473629484196,0.01578231490424046,-6.098388671875,-122.70889884620152,3.2257472389702,5.102859371490705,246.979248046875,AAPL
2025-10-16,246.979248046875,248.56621957555785,244.66366953460536,247.7777291727393,39777000.0,249.4659380231585,251.9459744408017,-0.007579986804138628,0.01575965018024364,-9.661590576171875,-115.35542852780353,2.6994568387369213,4.622178864939949,251.81002807617188,AAPL
2025-10-17,251.81002807617188,252.89796599708643,246.79958926324147,247.5481624372989,49147000.0,248.64321899414062,252.63085864839098,0.019559457191237417,0.017996044459141988,-5.7191162109375,-657.9385773783575,2.6417193840395043,4.22608696875986,261.7411193847656,AAPL
2025-10-20,261.7411193847656,263.87706298772724,255.143708503654,255.4032084113237,90483000.0,249.81242152622767,253.4264853341239,0.0394388237214669,0.02295994106089103,5.5394287109375,313.14034312346905,3.3586022303719574,4.05259002108228,262.2701110839844,AAPL
2025-10-21,262.2701110839844,264.7853366806196,261.3318968470685,261.38182000576944,46695900.0,252.3076651436942,253.74445161365327,0.002021049273656983,0.015467967815504954,6.2780303955078125,321.5842994417422,3.9241866787994866,4.026909352625722,257.9583435058594,AAPL
2025-10-22,257.9583435058594,262.349966966352,254.94406918261987,262.15033525743416,45015300.0,253.8461630684989,253.9355170840309,-0.016440179021178225,0.01842259387517592,0.3892822265625,1656.0386361530661,3.9786296543404376,4.017253412968666,259.0861511230469,AAPL
2025-10-23,259.0861511230469,260.12418111371363,257.51916110368444,259.4454820834593,32754900.0,255.53009251185827,254.28104800269716,0.004372053262009956,0.018275361366654513,5.529449462890625,1416.6856134849086,4.065911457581592,4.026985021891251,262.32000732421875,AAPL
2025-10-24,262.32000732421875,263.6275126875418,258.68691759501684,260.69310343226954,38253700.0,257.45214407784596,254.5638427734375,0.012481779466614773,0.018395727339531334,17.5166015625,413.37755941841056,4.345930898304687,4.090774197173939,268.2986145019531,AAPL
2025-10-27,268.2986145019531,268.60802232244004,264.1465248140549,264.37609822840903,44888200.0,260.49776785714283,255.19834754580543,0.02279127405766279,0.017763819853664094,21.109756469726562,254.09555361856667,4.992718999678431,4.271163157674837,268.4882507324219,AAPL
2025-10-28,268.4882507324219,269.3765722048576,267.63986169210665,268.4782600095115,41534800.0,262.88037109375,255.89083716982887,0.0007068103233436318,0.017861242305790594,21.189605712890625,273.6742593627725,5.457692408032273,4.508469007746324,269.1869201660156,AAPL
2025-10-29,269.1869201660156,270.8936584399069,266.6018207191691,268.76770579477784,51086700.0,263.94405691964283,256.60709054129467,0.0026022346664624774,0.01196986567159677,20.321273803710938,195.65740738932894,5.815526202350782,4.769880446667216,270.8836669921875,AAPL
2025-10-30,270.8836669921875,273.6184749716116,267.969239224885,271.4725408872279,69886500.0,265.17456490652904,257.36516825358075,0.006303229091240592,0.011956731396666746,23.9044189453125,123.7657354686063,6.16495953500322,5.048896264334417,269.85565185546875,AAPL
2025-10-31,269.85565185546875,276.79244258078194,268.647962249571,276.4630533049319,86167100.0,266.87418038504467,257.99444507417223,-0.003795042898427692,0.008760664919515741,18.045623779296875,131.88003158551618,6.286469234465528,5.296410858360639,268.53814697265625,AAPL
2025-11-03,268.53814697265625,270.33474092754267,265.74348587775046,269.90556627002525,50194600.0,268.2244655064174,258.51868329729353,-0.004882257880291285,0.00977402121010569,6.797027587890625,140.22545317654632,6.204928361803184,5.478114359049148,269.5262756347656,AAPL
2025-11-04,269.5262756347656,270.9734988318123,267.11086611942017,267.8195068636227,49274800.0,269.2539324079241,259.1531873430525,0.003679658451690937,0.009227902321669782,7.25616455078125,141.35249609494724,6.149156706845133,5.612322828608345,269.6260986328125,AAPL
2025-11-05,269.6260986328125,271.18312844251227,266.4221834255846,268.0989800730272,43683100.0,269.4435729980469,259.80242629278274,0.0003703646251622672,0.003986805842832303,11.667755126953125,129.39608566053806,6.043348194037321,5.698527901694141,269.2567749023437,AAPL
2025-11-06,269.2567749023437,272.8798740142925,267.38037702601645,267.38037702601645,51204000.0,269.55336216517856,260.3589840843564,-0.0013697625428010785,0.004063783179024518,10.170623779296818,140.27462195751278,5.862117999588861,5.731245921273086,267.9592590332031,AAPL
2025-11-07,267.9592590332031,271.7719991063764,266.26248096015127,269.28671541495146,48227400.0,269.3779820033482,261.04482014973956,-0.0048188791892466165,0.00435574707759755,5.639251708984375,233.8684504996172,5.549818228057177,5.694960382629905,269.1781311035156,AAPL
2025-11-10,269.1781311035156,273.4741297822401,267.2099714283653,268.7085692371889,41312400.0,269.1343340192522,262.20552135649183,0.004548721603090611,0.003917768356403983,0.8795166015625,220.49946545798323,5.339125088129265,5.623793323729776,274.99267578125,AAPL
2025-11-11,274.99267578125,275.65206242273547,269.5477586519058,269.55775905965567,46208300.0,269.8681945800781,263.52951267787387,0.02160110352909128,0.009107104146551147,6.504425048828125,123.55454592685885,5.577045706772765,5.614443800338375,273.21435546875,AAPL
2025-11-12,273.21435546875,275.4722525277038,271.4460210796085,274.74292397164845,48398000.0,270.5362243652344,264.76359412783665,-0.0064667915516215535,0.009344521396437731,4.027435302734375,140.98666603305304,5.558034363610034,5.603161912992706,272.6948547363281,AAPL
2025-11-13,272.6948547363281,276.4413491841305,271.83564282199285,273.85374352181776,49602800.0,270.98887852260043,265.8983183361235,-0.0019014401037990014,0.009465046020231955,1.811187744140625,160.82191297288233,5.4383583598150835,5.5702012023571825,272.15533447265625,AAPL
2025-11-14,272.15533447265625,275.702003472256,269.3479639093673,270.7965900477885,47431300.0,271.3501979282924,267.09717959449404,-0.00197847614027602,0.009561556485075897,2.2996826171875,277.6043109110043,5.239580861622301,5.504077134210206,267.2099609375,AAPL
2025-11-17,267.2099609375,270.2371271729127,265.48159771217263,268.5687054184609,45018300.0,271.0577959333147,267.8305097307478,-0.01817114312581336,0.0121290355199234,-1.32818603515625,-822.7230405615109,4.629630450129753,5.329187797394116,267.19000244140625,AAPL
2025-11-18,267.19000244140625,270.4569347049811,265.0719890725528,269.7376065335732,45677300.0,270.9479021344866,268.08998035249255,-7.469218596389826e-05,0.012013821127062802,-2.336273193359375,-491.6634828455717,4.097397621492689,5.082829762213831,268.3089294433594,AAPL
2025-11-19,268.3089294433594,271.9555110777923,265.2517925781922,265.2817633125939,40424500.0,270.82373046875,268.37754313151044,0.004187757744410714,0.011990046551870942,-1.317169189453125,-358.8830020505161,3.7229712331551923,4.810858056402103,266.0010986328125,AAPL
2025-11-20,266.0010986328125,275.17250947675234,265.67142054546326,270.5768036466949,45823600.0,269.53921944754467,268.76053147088913,-0.00860139398019577,0.007250710926319933,-3.255676269531193,-239.72416195588482,3.2030897390790187,4.489304392937486,271.2361755371094,AAPL
2025-11-21,271.2361755371094,273.0744516711978,265.4216397990326,265.70137680880595,59030800.0,269.2566223144531,269.33910406203495,0.01968065895668869,0.011617911353294007,3.27691650390625,536.5166442330535,3.176885703446601,4.226820655039309,275.6620788574219,AAPL
2025-11-24,275.6620788574219,276.7410558404627,270.64675212306133,270.64675212306133,65585800.0,269.6805114746094,269.9744408017113,0.016317525903571717,0.01329652363230023,6.48394775390625,291.9446129972446,3.4732151631505417,4.076099556661556,276.7110900878906,AAPL
